index,text,end,start,user,index_column
197,Let's take a closer look. If you have an antibody test. There are four possible outcomes outcome. One is you are positive and you test positive the test did its job. You're all good.,00:37:16.080,00:37:03.690,Paul McCartney,195
198,Outcome to is that you are negative for antibodies and you test negative again the test did its job.,00:37:22.800,00:37:16.710,Paul McCartney,196
199,But because the test is not 100% accurate. There are two other possible outcomes. The first is a false negative,00:37:31.650,00:37:23.340,Paul McCartney,197
200,That means the test says you don't have the antibodies test negative. But you do have them the falls apart.,00:37:38.730,00:37:32.070,Paul McCartney,198
201,"Now, that one's not that dangerous, right. It's kind of annoying because you wish you knew that you had the antibodies and you can go out and do stuff.",00:37:45.360,00:37:39.390,Paul McCartney,199
202,"But you're not going to pass the disease on to, and you're going to pass the virus on to anyone else because you're going to think that you don't have the end the body. So you need to stay home.",00:37:53.400,00:37:45.600,Paul McCartney,200
203,"But there's a fourth option, a false positive, the test says you have the antibodies, but you don't",00:38:00.540,00:37:54.180,Paul McCartney,201
204,"And this is the really dangerous one. Because you're going to think that you're going to your immune, you're going to think you can't pass it on to anyone else. And you're going to go out into the wide world and pass it on.",00:38:10.230,00:38:00.990,Paul McCartney,202
205,"So the question is, how often does this happen. So let's let's look. Let's take a real scenario.",00:38:18.270,00:38:11.520,Paul McCartney,203
206,"5% of the population has coded 19 that's what the CDC meant when they said 5% prevalence, meaning that they 5% is had it and we'll test positive for it.",00:38:28.170,00:38:18.690,Paul McCartney,204
207,And the coven 19 antibody test is 95% accurate. So those are two assumptions and starting points. So let's say we have a population of thousand people. Let's say it's 1000 people at work.,00:38:39.150,00:38:28.710,Paul McCartney,205
208,So if there's 5% prevalence in the population 5% of these people have had coven and will test positive for it 5% of 1000 is 50 people so 50 people have antibodies and we'll test positive for tested its job.,00:38:54.150,00:38:40.020,Paul McCartney,206
209,"But the test is only 95% accurate meaning 5% of the time, it won't be accurate.",00:39:00.360,00:38:55.050,Paul McCartney,207
210,"So we will have a 5% false positive rate, people will falsely test positive, it will tell them that they have the antibodies, but they don't 5% of 1000 is again 50 so we have 50 people who will falsely test positive",00:39:15.930,00:39:00.840,Paul McCartney,208
211,"Now out of our thousand people all 100 of these people will test positive all 100 old test positive, but only 50 of them actually have it.",00:39:29.280,00:39:16.890,Paul McCartney,209
212,"Meaning there's only a 50% chance that you actually have the antibodies. So back to our original question of what is the chance to be an individual actually has the antibodies, assuming they test positive",00:39:42.240,00:39:30.060,Paul McCartney,210
213,50%. That's it. It's the same as a toss of a coin. So when we think that if we have the antibodies. We can go back out into the world.,00:39:51.210,00:39:43.230,Paul McCartney,211
214,"There's a 5050 chance that it won't work. Yes. Not all 1000 people get the test that is true, but we're going, we're basing this idea of antibody testing on that it will help us get back to work.",00:40:02.160,00:39:51.750,Paul McCartney,212
215,"And so we would test everyone in the population and how it, but people who test negative impact this style at all in general that number for this 95% accurate what they meant was 5% false positives and 5% false negatives. So there would also be a large issue with that as well.",00:40:19.710,00:40:02.580,Paul McCartney,213
216,Okey dokey.,00:40:22.680,00:40:21.870,Paul McCartney,214
217,"So, how we interpret the data, you know, CDC put out that statement, but how we interpret it as 95% accurate versus actually 5050 changes the entire way that we look at the situation.",00:40:35.310,00:40:24.750,Paul McCartney,215
218,So now we get to our final example of how and my favorite one finished baby boxes in 2013 the BBC put out this article Why finished babies sleep in cardboard boxes.,00:40:47.280,00:40:36.600,Paul McCartney,216
219,It was an article documenting the finished policy of giving every mother a cardboard box baby supplies and the baby would use the box as a bed.,00:40:56.430,00:40:47.760,Paul McCartney,217
220,"And this is a really interesting example of what happened because it exploded all over the place. People were talking about these baby boxes and for me, when my Molly, I will be right back to you. I'm going to write outside talk about that at the end.",00:41:10.020,00:40:57.300,Paul McCartney,218
221,But inside this article was a graph and it showed Finland's incredible decrease in infant mortality rate incredible progress from 1935 down here to 2010,00:41:23.460,00:41:11.790,Paul McCartney,219
222,"And it also included Finland's and current infant mortality rate which is two and 1000 versus the rest of the world, which is 32 and 1000",00:41:31.860,00:41:23.910,Paul McCartney,220
223,So really incredible based upon this policy of sending every mother a baby box.,00:41:38.100,00:41:32.340,Paul McCartney,221
224,"And it sparked an entire industry finished baby boxes British baby boxes. I actually went to a shower recently and the girl, my friend who was having a baby got two baby boxes at this whole industry.",00:41:51.930,00:41:38.730,Paul McCartney,222
225,And it's incredible really this box this cardboard box that can save a baby's life. It's not just any cardboard box. It's an $850 cardboard box.,00:42:01.980,00:41:52.380,Paul McCartney,223
226,"I'm not really sure what they print on that thing. But inside of it actually looks got one to look at it and I'm inside. It has six diapers, which I'm I think any parents would be able to decide how long six diapers last",00:42:14.130,00:42:02.610,Paul McCartney,224
227,"Like two one Z's. A couple books. So really, the, the whole thing is this cardboard box.",00:42:19.410,00:42:14.700,Paul McCartney,225
228,"Is your baby slept one baby slept in a dresser drawer exactly same concept but you know i i would admit I hope the dresser Jordan cost 800 bucks, but you never know.",00:42:28.830,00:42:20.760,Paul McCartney,226
229,"And so, but, you know, okay, if we really believed that this box would save your child's life would save any child's life, you'd say fine 800 bucks. No problem. You would do anything to get that box anything. So the question is, does it",00:42:46.680,00:42:29.670,Paul McCartney,227
230,Let's take a look back at this exact same graph and how we're going to interpret this data and how we're going to interpret this graph.,00:42:55.350,00:42:47.970,Paul McCartney,228
231,"In 1938 Finland had a higher infant mortality profile, then it's other Nordic neighbors and it decided it needed to do something about it.",00:43:04.290,00:42:55.890,Paul McCartney,229
232,"So it went on this incredible marketing campaign convincing others rich, poor educated or uneducated that they if they had their kids sleeping this baby box back kids slept in it they be fine. They'd survive, but this would save their child's life.",00:43:23.040,00:43:04.680,Paul McCartney,230
233,"And when every mother was convinced of this and wanted this baby box. The finished government said, you know, there's actually a catch.",00:43:33.300,00:43:24.300,Paul McCartney,231
234,"In order to get this baby box every mother will get one, but you have to go to prenatal education class.",00:43:41.190,00:43:33.990,Paul McCartney,232
235,So in 1944 the year before the box came out 31% finished and others receive Prenatal Education in 1945 the year after 86% of finished mothers received Prenatal Education. It wasn't the box at all. It was education and general progress of info mortality rates across the world.,00:44:02.010,00:43:42.090,Paul McCartney,233
236,"And the reason we know this is because the infant mortality profile for rich, poor educated and uneducated finished mothers.",00:44:09.630,00:44:03.090,Paul McCartney,234
237,"Is the same as the infant mortality profile for rich and educated mothers in the US, the difference is born on educated mothers in the US have a much higher infant mortality profile. Now you can forgive industry for",00:44:24.420,00:44:09.900,Paul McCartney,235
238,"You know, deciding to profit and go, go forth and conquer off of these finished baby boxes.",00:44:30.330,00:44:25.440,Paul McCartney,236
239,But you would think governments and other governments would sort of look into this sort of how this these baby boxes really worked before embarking upon a scheme.,00:44:40.290,00:44:31.170,Paul McCartney,237
240,To send out baby boxes but no in a baby boxes were sent out in Essex in Birmingham and Scotland. They piloted a program in 2016 and now every single mother and Scotland receives a baby box. No. Prenatal Education required to the tune of I think $13 million of taxpayer money.,00:44:59.820,00:44:40.590,Paul McCartney,238
241,"But you know, that's the UK. We're America or smarter our government would definitely look into this stuff before piloting these baby boxes.",00:45:07.800,00:45:01.020,Paul McCartney,239
242,"Except they don't US states introduced baby boxes to help combat infant mortality in 2017 Alabama New Jersey and Ohio sent out baby boxes to the tune of 15,000,020 6,000,030 $5 million tons and tons of taxpayer money wasted with no Prenatal Education required",00:45:30.630,00:45:08.160,Paul McCartney,240
243,"And if someone had simply asked how is this interpreted. How does, what does this graph really mean we wouldn't be here.",00:45:40.050,00:45:32.160,Paul McCartney,241
244,"And as Alonso asks, How do you get to think to all the questions that are not intuitive to the data presented",00:45:46.470,00:45:40.530,Paul McCartney,242
245,"I know these questions seems stupid who what and how but I am telling you they work if you just take a step back and think, Who is this data about",00:45:57.210,00:45:46.950,Paul McCartney,243
246,"What are we really trying to ask of it and how should we really be interpreting this, it may not give you the answers. It may not make us. It's not going to make you a statistician",00:46:07.650,00:45:57.540,Paul McCartney,244
247,But it will give you a feeling for whether the veracity of this data really need something,00:46:12.990,00:46:07.980,Paul McCartney,245
248,"And this this example leads us to our fourth question of why, why do we care and I want to, I want to use the same baby box numbers. And I want to say, you know,",00:46:24.870,00:46:13.860,Paul McCartney,246
249,"I don't know the difference between 26,000,035 million except that it's 9 million",00:46:29.640,00:46:25.350,Paul McCartney,247
250,"These numbers don't mean anything to me and our jobs and our work and newspapers, we see these numbers. Every time we see billions. We see trillions.",00:46:37.680,00:46:29.940,Paul McCartney,248
251,"For a lot of states 15,000,035. These are rounding errors for states for companies. How do we have a we make these numbers mean something. Why should we care about this money that's lost",00:46:50.130,00:46:37.890,Paul McCartney,249
252,And I would say that going along the lines of anyone looking at this would be interested in sort of Child Health and baby health that we somehow figure out a way to make those numbers mean something in terms of that in terms of their opportunity cost as Mandy says,00:47:04.800,00:46:51.030,Paul McCartney,250
253,"So how do we do that, I would say, then instead of saying that Alabama wasted $15 million of taxpayer money.",00:47:12.210,00:47:05.340,Paul McCartney,251
254,"They could have paid for diapers for a year for 30,000 babies or New Jersey could have bought baby food for a year for 40,000 babies or Ohio could have paid a year salary for 800 new child social care workers.",00:47:29.580,00:47:12.600,Paul McCartney,252
255,We need to turn these numbers into something that matters to people into something that people understand and personally matters to them.,00:47:39.180,00:47:29.880,Paul McCartney,253
256,And that brings me to our last example you know we've talked this whole time about negative things you know the right you know,00:47:46.860,00:47:40.110,Paul McCartney,254
257,"About the, you know, all the manipulative things bad things sneaky things. But there's also incredible things that we can do. There's really incredible things we can do with actually making people care about the numbers.",00:48:00.000,00:47:47.130,Paul McCartney,255
258,"Or in the most severe refugee crisis since world war two and it's only growing UNHCR, the UN Refugee agencies budget for 2016 was $8",00:48:09.240,00:48:00.810,Paul McCartney,256
259,"Billion, but they only got 3 billion. That's $5 billion needed to help people. So what do they do they need to figure out a way to raise more money.",00:48:18.090,00:48:09.690,Paul McCartney,257
260,"That is, but as what needs to be done for this refugee crisis. So how do they do it, and I'm going to show you a very disturbing image. Next, so please. Just be ready for that.",00:48:27.030,00:48:18.540,Paul McCartney,258
261,This is Alan Curtis. He's a three year old Syrian boy who in 2015 was found drowned on a Turkish beach and his family were Syrian refugees fleeing to Europe.,00:48:37.920,00:48:28.560,Paul McCartney,259
262,"This pictures unfathomably horrible event is really what sparked the world's discussion of the Syrian refugee crisis and one would imagine. I mean, how could you not look at that photo and feel sort of a deep on unbelievable sadness and it did increase donations, but not for very long.",00:48:59.640,00:48:38.550,Paul McCartney,260
263,"Three days was how long this image stayed in people's minds. There's absolutely horrible, horrible tragedy, and it was three days that a picture was able to see stay in people's minds.",00:49:12.330,00:49:00.840,Paul McCartney,261
264,"So we decided that we need to figure out what does stay in people's minds what works, what makes them care about the crisis or the issue longer",00:49:22.110,00:49:12.780,Paul McCartney,262
265,"So we did a study and what works and what doesn't. So we call people and we ask them questions and you say, which one of these does this increase or decrease your affinity towards the crisis.",00:49:35.160,00:49:22.920,Paul McCartney,263
266,"So if someone asks you, refugees undergo stringent security checks. Would that make you feel better about refugees or worse and take a second and think what you think most people would feel",00:49:45.390,00:49:35.760,Paul McCartney,264
267,"This question surprised me. It actually decreased people's affinity for the cause, because it reminded them that there are security issues.",00:49:55.260,00:49:47.700,Paul McCartney,265
268,Refugees more likely to graduate college and secure jobs than non refugees.,00:50:01.080,00:49:56.310,Paul McCartney,266
269,Is that going to increase or decrease people support in this case that decreased Democratic support but increased Republican support.,00:50:09.390,00:50:02.220,Paul McCartney,267
270,Nearly half of refugees or children.,00:50:12.450,00:50:10.530,Paul McCartney,268
271,Increased all support Albert Einstein was a refugee think it increased or decreased support it increased all support. We did a test on Catholics.,00:50:23.610,00:50:13.650,Paul McCartney,269
272,"60 million to displace 21 million refugees are fleeing their homes and then we had another one that said, Jesus was a refugee, the numbers had no change in support. Jesus was a refugee had an large increase",00:50:37.980,00:50:24.240,Paul McCartney,270
273,What this told us is that if you say there is a global refugee crisis. They're 16 million displaced. No one cares right these are fleeting numbers. They mean nothing to us and it goes right out of our head.,00:50:50.760,00:50:38.430,Paul McCartney,271
274,"But if we can take the numbers and have them say this is the way it impacts you and what you care about people will become donors, people are affected, and they will remember",00:51:02.250,00:50:51.390,Paul McCartney,272
275,"So we did a campaign during the major league baseball playoffs for each team that you would be watching, we put up their stadium and the number of people.",00:51:11.820,00:51:03.450,Paul McCartney,273
276,"42,000 new people flee their homes on a daily basis. This is the same size as the crowd that you are watching on TV and this case at the Minute Maid Park, home of the Houston Astros",00:51:23.820,00:51:12.060,Paul McCartney,274
277,"It let us take this big number 42,000 people flee their home every day. That means nothing to anyone.",00:51:31.050,00:51:24.450,Paul McCartney,275
278,"And give it a visual from something that people care about, they are watching this stadium, they are watching this crowd. They can see all these people",00:51:41.040,00:51:31.680,Paul McCartney,276
279,"And it meant something it increase donations by 100,000 recurring donors. People, who keep giving",00:51:49.590,00:51:41.550,Paul McCartney,277
280,"If you are able to tell good numerical stories. If you're able to not just take the data analysis, but actually show the why, why we should care about it and make it mean something to people.",00:52:03.900,00:51:50.580,Paul McCartney,278
281,"Then, whether it's for engagement action donation customers whatever you're trying to do. If those numbers can impact someone personally, you can have a lasting decision for them.",00:52:16.320,00:52:04.200,Paul McCartney,279
282,"Really overall what this says is, we come back to data ism and humanism, you know, data gives us incredible insights to things. We'd never be able to see, but we need to retain our own experience and our own tuition.",00:52:33.090,00:52:19.770,Paul McCartney,280
283,"And make sure that we were always asking the right questions of the data. The who the what the how and the, why should we care. And if we're able to do that then we really can deliver true value in both our personal and working moms. Thank you.",00:52:49.770,00:52:33.390,Paul McCartney,281
284,"Thank you very much liberty for sharing such a helpful way of thinking about numbers and I was wondering, in a couple minutes that we have. If you have any",00:53:02.130,00:52:52.410,Andrew Knight,282
285,"Like rules of thumb or your risks that you use when you're reading a news article or, you know, the latest piece of information that comes out about coven. Is there anything that that you do consciously to try to make your way through some of the distortion of numbers.",00:53:20.430,00:53:02.670,Andrew Knight,283
286,"I think the first and most important thing is to not believe any of it right off the bat, and I hate saying that because you don't want to be this.",00:53:28.830,00:53:21.450,Paul McCartney,284
287,"You know, sort of non believer, but you really can't believe it right off the bat, the biggest numbers. The 95% accurate or the double the risk of death. That's what makes you read the article.",00:53:40.350,00:53:29.100,Paul McCartney,285
288,"I will say, I think the headlines are almost always way worse than the article itself. A lot of times the article itself will have the caveats, and will have the the world. Well, if you look at it this way, the headlines never will.",00:53:54.510,00:53:40.620,Paul McCartney,286
289,"Because the headlines are really about getting people to read it. And in general, like I know for example. Whenever I write, I don't get to choose the headline. I have zero SEO for it.",00:54:03.240,00:53:55.020,Paul McCartney,287
290,"And it will be what is going to get people to read it and it's not going to have the well it's not a double a risk of death of you dying from French fries. It's actually you know headline. Oh, a 1% increase in risk of death. It just doesn't get you to read it.",00:54:16.380,00:54:03.600,Paul McCartney,288
291,"So it just takes like scrutinizing i mean i think i dropped something in the chat earlier that, you know, it gives me a headache sometimes to try to make my way through, what is the actual",00:54:29.100,00:54:18.180,Andrew Knight,289
292,risk level that's being presented and of course the always important question that john has dropped in the in the chat to leave us with and maybe you could leave this as a cliffhanger. How do we win the lottery.,00:54:43.470,00:54:30.090,Andrew Knight,290
293,Got to buy the book.,00:54:44.760,00:54:43.830,Paul McCartney,291
294,gotta buy the,00:54:46.170,00:54:45.510,Andrew Knight,292
295,"Book. I'm kidding, I'm kidding.",00:54:47.310,00:54:46.200,Paul McCartney,293
296,"I actually deleted that example because I was running out of time. Get Away With Murder, you gotta go look at OJ it and it worked out. Sure. You really want to try that. But there's, there's a lot of questions about statistical change of samples.",00:55:02.100,00:54:48.900,Paul McCartney,294
297,"Well, thank you again so much for taking time to share these thoughts with us. And folks, if you can go down to the bottom of your zoom window, you'll see a",00:55:12.000,00:55:03.360,Andrew Knight,295
298,"button that says reactions. And so if you'd click that reactions button and let's give liberty, a virtual you know Round of applause for sharing her expertise with us.",00:55:25.380,00:55:12.480,Andrew Knight,296
299,"Certainly, if you are in person ensure we have here rockets. APPLAUSE So thank you so much everyone, hope you have a wonderful rest of your day and 15 minutes if this is your lunch hour to squeeze out and grab something to eat. So thanks everyone. See you in our next program.",00:55:41.970,00:55:26.820,Andrew Knight,297
300,"Okay, so we're recording. We're streaming",00:00:07.410,00:00:04.859,Andrew Knight,298
301,We have that setup. Okay.,00:00:12.990,00:00:09.540,Andrew Knight,299
302,It's like Mary Kate's here. I'll let her in.,00:00:17.760,00:00:15.630,Andrew Knight,300
303,Gonna make her a host to,00:00:21.240,00:00:19.980,Andrew Knight,301
304,She just got back from a vacation or something.,00:00:26.070,00:00:24.000,Paul McCartney,302
305,Mary Kate.,00:00:27.870,00:00:27.330,George Harrison,303
306,I think she was on a vacation for a while.,00:00:31.110,00:00:28.560,George Harrison,304
307,"Oh, nice. See how that one.",00:00:33.630,00:00:31.650,Ringo Starr,305
308,"America, Kate.",00:00:38.100,00:00:37.560,Andrew Knight,306
309,"Hi, how's it going good.",00:00:41.190,00:00:39.480,John Lennon,307
310,It's everything good to go.,00:00:43.950,00:00:42.930,John Lennon,308
311,Thanks. So great.,00:00:45.990,00:00:44.790,George Harrison,309
312,"Yeah, I can start letting people in if that's",00:00:49.350,00:00:46.740,Andrew Knight,310
313,That's useful. Yeah.,00:00:53.070,00:00:50.880,Andrew Knight,311
314,Whatever you whatever is easiest for you.,00:00:55.740,00:00:53.760,John Lennon,312
315,So pop up screen that I saw why I said I liked the pop up screen that I saw before I got in. I had seen that before.,00:01:04.200,00:00:56.820,John Lennon,313
316,What was it,00:01:05.370,00:01:04.860,Andrew Knight,314
317,It said host is waiting to let you in. And it said like the name of the event.,00:01:10.260,00:01:05.490,John Lennon,315
318,Okay.,00:01:11.700,00:01:11.400,Andrew Knight,316
319,So we will. I'll do just a brief.,00:01:18.300,00:01:15.270,Andrew Knight,317
320,Brief very brief intro because I baked. A lot of it into the pre set slide that will circulate throughout. So I'll just do a brief very brief intro before I intro you throw it over to you and you can share your screen then and and dive in. Awesome. Thanks. Okay.,00:01:36.570,00:01:19.560,Andrew Knight,318
321,Do you need to look at that. That select part of a screen for your PowerPoint again.,00:01:41.490,00:01:36.780,Paul McCartney,319
322,I think I did. Let me just try share screen. Yeah.,00:01:45.600,00:01:41.790,Paul McCartney,320
323,It's not good.,00:01:48.630,00:01:48.030,Paul McCartney,321
324,Yeah.,00:01:50.670,00:01:50.220,John Lennon,322
325,And it works. You're seeing it move,00:01:53.790,00:01:51.750,Paul McCartney,323
326,"Yep, yep. It looks great there you",00:01:57.270,00:01:54.690,John Lennon,324
327,Go back to the original,00:01:58.740,00:01:57.450,Paul McCartney,325
328,"All right, Mary Kate, if anything goes off, I'll be watching the chat if you just text me or like enter anything into the chat there that needs to",00:02:15.960,00:02:05.670,Andrew Knight,326
329,Be adjusted,00:02:16.770,00:02:16.110,Paul McCartney,327
330,"Like private someone cell phone, just in case.",00:02:19.860,00:02:16.830,Paul McCartney,328
331,Something goes horribly wrong.,00:02:21.540,00:02:20.220,Paul McCartney,329
332,"Yep. Oh. Enter mine in a direct private chat, just so that it's always there for you. Thanks.",00:02:28.890,00:02:22.440,Andrew Knight,330
334,And I have that sitting here.,00:02:36.660,00:02:35.340,Andrew Knight,331
335,Too. I'm just gonna call that number so that you have it 321-584-0624. Awesome. Thanks.,00:02:45.630,00:02:36.960,Paul McCartney,332
336,So were you the 917,00:02:47.640,00:02:46.500,Andrew Knight,333
338,"Alright, so I'm gonna let people in",00:02:52.260,00:02:50.670,Andrew Knight,334
339,"Hello everyone. Welcome, welcome to our program this afternoon or this evening or this morning, depending on where you're joining us from",00:10:25.080,00:10:15.210,Andrew Knight,335
340,You are more than welcome. Of course to unmute your video if you want to join the session and have a presence here with us if that's possible. It's always a wonderful way to build the community.,00:10:36.450,00:10:25.830,Andrew Knight,336
341,My name is Andrew night. I'm a professor of organizational behavior in Olin business school. And I'm also the academic director of lifelong learning.,00:10:45.120,00:10:36.870,Andrew Knight,337
342,"And if there's one thing I've learned so far from online teaching it is that there is enormous value in having the community that you're a part of right there in front on the screen. And so if you aren't too shy to broadcast your video, please do so.",00:11:01.830,00:10:45.300,Andrew Knight,338
343,We have an outstanding program ahead. And so I just want to take a couple of minutes here at the outset.,00:11:08.910,00:11:02.430,Andrew Knight,339
344,To share with you how this program fits into some of the goals and the work that we're doing.,00:11:15.150,00:11:09.240,Andrew Knight,340
345,"for lifelong learning and so let me just share a couple of slides at the outset, before we welcome Professor liberty visitors who is going to be",00:11:24.180,00:11:15.480,Andrew Knight,341
346,Sharing her expertise and knowledge with us today. As you may or may not know Olin lifelong learning is an initiative.,00:11:33.450,00:11:24.600,Andrew Knight,342
347,That is specifically focused on providing opportunities for alumni to engage in continuous development and the rationale for this initiative.,00:11:42.990,00:11:33.930,Andrew Knight,343
348,Is very much the fact that we make a promise in our vision and our mission statement to provide a return on investment for alumni over the course of their entire careers. And so that's what we are.,00:11:57.030,00:11:43.530,Andrew Knight,344
349,"Working on with the Lifelong Learning Initiative, which is one quadrant of olins always Olin initiative.",00:12:04.590,00:11:57.360,Andrew Knight,345
350,As you've seen in some of the slides at the outset we are building currently,00:12:11.460,00:12:06.300,Andrew Knight,346
351,"And testing currently a platform that will support alumni learning in community. And so this is a platform that's going to be used to deliver content, similar to what we're going to experience today, but also other",00:12:25.650,00:12:12.060,Andrew Knight,347
352,"events that happen on campus, other kinds of thought leadership from our faculty as well as from alumni. And so this platform is going to be steadily rolling out in the weeks and months that come",00:12:38.850,00:12:26.010,Andrew Knight,348
353,You'll be able to find archived content things that have happened at the school in the past that we think are relevant.,00:12:44.430,00:12:39.390,Andrew Knight,349
354,And there will be opportunities for you to engage with your fellow alumni around some of those pieces of content so that you're sharing your expertise wisdom and insights with one another.,00:12:57.510,00:12:44.730,Andrew Knight,350
355,"Now as I mentioned at the start, we are so fortunate today to have with us. Professor liberty visitors.",00:13:05.250,00:12:57.960,Andrew Knight,351
356,Who is a Professor of Practice of data science here in the business school and she is someone who truly practices. What she preaches,00:13:14.520,00:13:05.670,Andrew Knight,352
357,She is active in disseminating her knowledge and expertise with respect to statistics data and analytics through so many different channels.,00:13:24.300,00:13:14.910,Andrew Knight,353
358,"Whether that is through the popular media where you might encounter some of her work and commentary, or through doing things like writing a book which is coming out here on the horizon.",00:13:36.420,00:13:24.690,Andrew Knight,354
359,"Just this month. And so we are so fortunate to have someone who is skilled and has deep expertise in this topic, and at the same time someone who is a skilled communicator about this topic. And so without further ado, please join me in welcoming Professor liberty that hurt.",00:13:55.740,00:13:36.840,Andrew Knight,355
360,"Hi, everybody. Thank you. I think I need to fire my PR person. And have you, Andrew. That was great. Um, does the screen. Look. Okay. Can you all see it.",00:14:05.850,00:13:57.180,Paul McCartney,356
361,"I think I hope I shared it right I'm learning zoom. Okay. Um, thank you all so much for having me here today I wanted to sort of",00:14:14.310,00:14:06.240,Paul McCartney,357
362,dive right in. I have these two graphs or two if you get bored listening to me talk,00:14:19.950,00:14:15.030,Paul McCartney,358
363,"But, um, you know, we've lived as humanists in our decision making for a very long time we go off our thoughts or opinions, our experience our gut and we are now living in this era of data ism.",00:14:32.610,00:14:20.280,Paul McCartney,359
364,"Where we have data drive our decisions, you know, from climate change to health care the refugee crisis. These all encompassing issues.",00:14:40.980,00:14:33.060,Paul McCartney,360
365,"But also in our everyday lives. You know, I don't go to the bookstore anymore. Amazon tells me what to read or dating apps tell you who you're compatible with",00:14:50.310,00:14:41.400,Paul McCartney,361
366,And I read an article like two or three days ago from new research that red wine is terrible for you and I swear. Two days later I read that red wine is wonderful for you and you should drink it.,00:15:01.800,00:14:50.700,Paul McCartney,362
367,"And it feels almost that humanism and data ism, or sort of pushing back against each other right now. Some people want to still go with that gut instinct and others want to have the drive are every decision.",00:15:13.890,00:15:02.340,Paul McCartney,363
368,But really the future is about bringing them together and that's what we're going to sort of touch on and have a taste of today is how we can get incredible ideas from data.,00:15:24.300,00:15:14.280,Paul McCartney,364
369,"But we also need to use that human touch. And I also want to say please use common questions, anything you want in the chat and makes it a lot more fun.",00:15:33.870,00:15:24.900,Paul McCartney,365
370,"Throughout the whole thing and I'll respond as we go. Um, so I want to start before we go into our many examples. And by the way, all these examples are short. So if one's boring. Just wait a couple minutes moving to a new one.",00:15:47.130,00:15:34.290,Paul McCartney,366
371,"Um, I wanted to visit with a French monk from the 17th century Blaise Pascal. You might also remember them from high school without Pascal's triangle so Pascal was a French monk who had a crisis of faith, but he decided to analyze his data.",00:16:05.160,00:15:47.700,Paul McCartney,367
372,"He felt that he had four scenarios. First, God doesn't exist, but he chooses to believe in God. He may live a wasted life with false belief, but when he dies, nothing happens.",00:16:20.550,00:16:06.330,Paul McCartney,368
373,"Now, he could not believe in God and God doesn't exist, and he may not have lived a wasted life of false belief, but again, when he dies, nothing happens.",00:16:30.990,00:16:21.300,Paul McCartney,369
374,"Now the third option God exists, and he believes in God, when he dies, he has the best case scenario heaven for him.",00:16:40.350,00:16:32.310,Paul McCartney,370
375,"But if God exists, and we don't believe in God. The fourth scenario, then it's eternal Hellfire really bad thing.",00:16:48.240,00:16:40.980,Paul McCartney,371
376,So what Pascal decided to do was to minimize the risk of the bad thing happening by believing in God and maximizing the potential is a good thing.,00:16:58.650,00:16:48.810,Paul McCartney,372
377,So he ruled out this possibility and left a 5050 chance of the best thing happening.,00:17:05.220,00:16:59.010,Paul McCartney,373
378,And that's really what data science is it's taking information from past and current events to predict the likelihood of a future event happening really the closest thing to a crystal ball. But the world has,00:17:19.260,00:17:05.820,Paul McCartney,374
379,The only difference between us and Pascal is we don't have four scenarios or four pieces of information we have endless amounts of data that is telling us what to do.,00:17:29.940,00:17:19.740,Paul McCartney,375
380,"And we also have something else. We're not sitting in a monastery, while we do this, we are having governments, businesses companies managers customers, clients even scientists, researchers",00:17:42.030,00:17:30.300,Paul McCartney,376
381,Trying to inform manipulate or persuade us using this data. So we need to be able to ask the right questions when data comes to us from a report or study or anything comes to us.,00:17:56.550,00:17:42.450,Paul McCartney,377
382,I want to discuss the questions that I ask every time I see one of these things. So we're going to have our for questions. And we're going to have examples of how if someone had just asked those questions.,00:18:08.640,00:17:56.880,Paul McCartney,378
383,"Everything would have been averted. The downside would have been minimized and the upside maximized. So let's start with our first question, who",00:18:17.190,00:18:08.910,Paul McCartney,379
384,"OJ Simpson, one of the most infamous criminal trials in American history to remind you. Oh Jay was an NFL superstar accused of murdering his ex WIFE NICOLE SIMPSON AND her lover Ronald while Goodman. I'm sure all of a lot of you remember the",00:18:33.810,00:18:18.720,Paul McCartney,380
385,"Case, and I'm sure a lot of you who are a little bit younger might remember one the Kardashian father is one of his lawyers, just to try to give some parallels there.",00:18:42.660,00:18:34.260,Paul McCartney,381
386,"Um, but, Alan Dershowitz whatever your personal feelings of him might be a fate is a famed legal mind in America, and he made a very interesting statistical argument during the trial.",00:18:54.630,00:18:43.290,Paul McCartney,382
387,He said that while it was known and definite that OJ beat Nicole absolutely no contest. So the fact that he physically abused her that it didn't matter.,00:19:04.980,00:18:55.110,Paul McCartney,383
388,"Because 4 million women in the United States are abused by their domestic partners, every year, but only one in 2500 of them are then murdered by their domestic partner. So the chance that OJ did it is one in 2500 and you can't convict someone on a one in 2500 chains.",00:19:23.190,00:19:05.610,Paul McCartney,384
389,"However, what the jury and most certainly the prosecution should have realized is that the statistic that Mr Dershowitz stated was completely irrelevant and here's why and Mr Dershowitz situation we have a living women who are currently domestic victims of domestic abuse.",00:19:43.830,00:19:24.360,Paul McCartney,385
390,"But at the time of the trial. NICOLE SIMPSON WAS NOT A living woman who's a victim of domestic abuse, whose chance of dying is one in 2500",00:19:54.090,00:19:44.850,Paul McCartney,386
391,But she's a murdered woman who was a victim of domestic abuse. We don't want to know the statistic about living women. We want to know the statistic about murdered women.,00:20:05.730,00:19:54.660,Paul McCartney,387
392,Who were victims of domestic abuse. And the question we want to know is that if you were a murdered woman.,00:20:12.510,00:20:06.120,Paul McCartney,388
